player,pid,start,step,end,kill,completed,winner
A,A3,-1,2,1,,,
B,B3,-1,4,3,,,
B,B3,3,4,7,,,
B,B0,-1,2,1,,,
A,A0,-1,3,2,,,
A,A0,2,3,5,,,
B,B3,7,2,9,,,
A,A6,-1,1,0,,,
B,B4,-1,3,2,,,
A,A6,0,2,2,,,
B,B4,2,2,4,,,
A,A0,5,1,6,,,
B,B1,-1,4,3,,,
B,B2,-1,3,2,,,
B,B3,9,4,13,,,
A,A4,-1,4,3,,,
A,A6,2,3,5,,,
B,B0,1,4,5,A6,,
A,A1,-1,3,2,,,
A,A0,6,4,10,,,
B,B1,3,3,6,,,
A,A1,2,3,5,B0,,
B,B3,13,1,14,,B3,
